,Epoch,Loss,Dice,Precision,Recall,IoU
148,148,0.06127899885177612,0.9196080565452576,0.9171598553657532,0.9219971299171448,0.8511184453964233
149,149,0.0655984878540039,0.9197288155555725,0.9172759652137756,0.9221232533454895,0.8513259887695312
150,150,0.06580871343612671,0.9198527932167053,0.9173964262008667,0.9222510457038879,0.8515387177467346
151,151,0.045464515686035156,0.9199743270874023,0.917512834072113,0.9223781228065491,0.8517473340034485
152,152,0.06561940908432007,0.9200937747955322,0.91762775182724,0.9225027561187744,0.8519526720046997
153,153,0.05125582218170166,0.9202123880386353,0.917740523815155,0.9226277470588684,0.8521564602851868
154,154,0.07374387979507446,0.9203307628631592,0.9178529381752014,0.9227524399757385,0.8523597121238708
155,155,0.11386668682098389,0.9204458594322205,0.9179630279541016,0.922873318195343,0.8525578379631042
156,156,0.0675203800201416,0.9205576777458191,0.918069064617157,0.9229908585548401,0.852749764919281
157,157,0.06522506475448608,0.9206736087799072,0.9181804656982422,0.9231119155883789,0.8529492616653442
158,158,0.04412418603897095,0.9207879900932312,0.9182897210121155,0.9232318997383118,0.8531458377838135
159,159,0.06841123104095459,0.9209004640579224,0.9183973670005798,0.9233497977256775,0.853339433670044
160,160,0.06473302841186523,0.9210106730461121,0.9185017347335815,0.9234664440155029,0.8535292744636536
161,161,0.04724162817001343,0.9211195111274719,0.9186034202575684,0.9235826730728149,0.8537164926528931
162,162,0.06479740142822266,0.9212278723716736,0.9187053442001343,0.9236978888511658,0.8539028763771057
163,163,0.0641183853149414,0.9213358759880066,0.9188075661659241,0.923812210559845,0.8540889024734497
164,164,0.06774914264678955,0.9214417338371277,0.9189077615737915,0.9239243268966675,0.8542713522911072
165,165,0.04999011754989624,0.9215481877326965,0.9190089106559753,0.9240363240242004,0.8544545769691467
166,166,0.053867995738983154,0.9216482639312744,0.9191024899482727,0.9241431951522827,0.8546267747879028
167,167,0.05819869041442871,0.9217521548271179,0.9192007184028625,0.9242532849311829,0.8548058867454529
168,168,0.06007474660873413,0.9218569993972778,0.9193011522293091,0.92436283826828,0.8549866080284119
169,169,0.09337252378463745,0.9219579100608826,0.9193949103355408,0.9244713187217712,0.8551605343818665
170,170,0.048712849617004395,0.9220585227012634,0.9194892048835754,0.924578845500946,0.8553340435028076
171,171,0.06123274564743042,0.9221591949462891,0.9195836186408997,0.9246861934661865,0.8555077314376831
172,172,0.07969248294830322,0.9222577810287476,0.9196776747703552,0.9247896671295166,0.8556774854660034
173,173,0.06355708837509155,0.9223563075065613,0.919771134853363,0.9248936772346497,0.8558475375175476
174,174,0.05303943157196045,0.9224546551704407,0.9198645353317261,0.9249973297119141,0.8560171127319336
175,175,0.0539088249206543,0.9225494861602783,0.9199547171592712,0.9250972270965576,0.8561808466911316
176,176,0.05207115411758423,0.9226458072662354,0.9200449585914612,0.9251998662948608,0.8563469648361206
177,177,0.057813286781311035,0.9227396845817566,0.9201338887214661,0.9252991676330566,0.8565090298652649
178,178,0.05439424514770508,0.9228339195251465,0.9202224612236023,0.9253994226455688,0.8566718101501465
179,179,0.05791950225830078,0.9229282140731812,0.9203107357025146,0.9255000948905945,0.8568345904350281
180,180,0.056942522525787354,0.923020601272583,0.9203977584838867,0.9255983829498291,0.8569942712783813
181,181,0.06942534446716309,0.9231123328208923,0.9204846024513245,0.9256953001022339,0.8571526408195496
182,182,0.04833066463470459,0.9232032895088196,0.9205715656280518,0.9257907271385193,0.8573098182678223
183,183,0.0522691011428833,0.9232937693595886,0.9206570982933044,0.925886332988739,0.8574661016464233
184,184,0.06431668996810913,0.9233832955360413,0.9207409024238586,0.9259820580482483,0.8576209545135498
185,185,0.07686018943786621,0.9234710931777954,0.920823872089386,0.9260748624801636,0.8577725291252136
186,186,0.06697303056716919,0.9235596060752869,0.920906126499176,0.9261700510978699,0.8579255938529968
187,187,0.07078796625137329,0.9236459136009216,0.9209871292114258,0.9262619614601135,0.8580746650695801
188,188,0.06418466567993164,0.9237319827079773,0.9210681915283203,0.9263535737991333,0.8582236766815186
189,189,0.05067974328994751,0.9238172769546509,0.9211464524269104,0.9264460802078247,0.8583710789680481
190,190,0.06283450126647949,0.9239020943641663,0.9212263822555542,0.9265362024307251,0.8585178256034851
191,191,0.044236183166503906,0.9239857792854309,0.9213044047355652,0.9266257286071777,0.8586626052856445
192,192,0.04938453435897827,0.9240703582763672,0.9213818907737732,0.92671799659729,0.8588089346885681
193,193,0.057154059410095215,0.9241536259651184,0.9214603304862976,0.9268062710762024,0.8589529991149902
194,194,0.051158368587493896,0.9242355823516846,0.9215371012687683,0.9268937706947327,0.8590948581695557
195,195,0.058630526065826416,0.9243173003196716,0.9216127991676331,0.9269818663597107,0.8592363595962524
196,196,0.0711895227432251,0.924397885799408,0.9216884970664978,0.9270676970481873,0.8593758940696716
197,197,0.052822232246398926,0.9244790077209473,0.9217633605003357,0.9271555542945862,0.859516441822052
198,198,0.06986725330352783,0.9245589971542358,0.9218372106552124,0.9272417426109314,0.8596547842025757
199,199,0.05651134252548218,0.9246383905410767,0.921911358833313,0.9273268580436707,0.8597924709320068
200,200,0.06987589597702026,0.9247159957885742,0.9219841957092285,0.9274095296859741,0.8599267601966858
201,201,0.05066800117492676,0.9247837066650391,0.9220485091209412,0.9274808168411255,0.8600440621376038
202,202,0.0614701509475708,0.9248617887496948,0.9221224784851074,0.9275633096694946,0.8601794242858887
203,203,0.0567781925201416,0.9249387383460999,0.9221943020820618,0.9276456832885742,0.860312819480896
204,204,0.0770258903503418,0.9250146746635437,0.9222632050514221,0.9277288913726807,0.8604443073272705
205,205,0.06041198968887329,0.9250908493995667,0.9223341345787048,0.9278107285499573,0.8605764508247375
206,206,0.06214702129364014,0.9251649379730225,0.922403872013092,0.9278894662857056,0.8607049584388733
207,207,0.05776017904281616,0.9252399802207947,0.922474205493927,0.9279694557189941,0.8608349561691284
208,208,0.05592828989028931,0.9253145456314087,0.922544002532959,0.9280490875244141,0.8609644174575806
209,209,0.06984126567840576,0.9253876209259033,0.9226118922233582,0.9281277060508728,0.8610911965370178
210,210,0.060219764709472656,0.9254612922668457,0.9226797819137573,0.9282073974609375,0.8612189292907715
211,211,0.06699138879776001,0.9255329370498657,0.9227461814880371,0.9282845258712769,0.8613431453704834
212,212,0.06164562702178955,0.9256047010421753,0.9228121638298035,0.9283623695373535,0.861467719078064
213,213,0.050765275955200195,0.9256762266159058,0.9228788614273071,0.9284390807151794,0.8615918159484863
214,214,0.06778967380523682,0.9257469177246094,0.9229444861412048,0.9285153150558472,0.8617146015167236
215,215,0.06579196453094482,0.9258174896240234,0.9230098724365234,0.9285911321640015,0.8618369698524475
216,216,0.06267404556274414,0.9258873462677002,0.9230735301971436,0.9286674857139587,0.8619583249092102
217,217,0.055713117122650146,0.9259567260742188,0.923138439655304,0.9287417531013489,0.862078845500946
218,218,0.06316405534744263,0.9260259866714478,0.9232025146484375,0.9288164377212524,0.862199068069458
219,219,0.04797166585922241,0.9260941743850708,0.9232652187347412,0.9288904666900635,0.8623175024986267
220,220,0.07286757230758667,0.9261613488197327,0.9233271479606628,0.9289630055427551,0.8624340295791626
221,221,0.05703294277191162,0.9262295365333557,0.9233904480934143,0.9290364384651184,0.8625526428222656
222,222,0.0649901032447815,0.9262969493865967,0.9234520196914673,0.9291098713874817,0.8626697063446045
223,223,0.07718324661254883,0.926363468170166,0.9235141277313232,0.9291810393333435,0.862785279750824
224,224,0.04874002933502197,0.9264297485351562,0.923576295375824,0.9292518496513367,0.8629005551338196
225,225,0.05586308240890503,0.9264954328536987,0.9236365556716919,0.929323136806488,0.8630146384239197
226,226,0.0581318736076355,0.9265613555908203,0.9236974120140076,0.9293943643569946,0.8631292581558228
227,227,0.06612175703048706,0.9266263246536255,0.9237578511238098,0.9294641017913818,0.8632420897483826
228,228,0.057153284549713135,0.9266912937164307,0.9238176941871643,0.9295343160629272,0.8633549809455872
229,229,0.045985400676727295,0.926755428314209,0.9238772988319397,0.9296035170555115,0.8634666800498962
230,230,0.05781888961791992,0.9268191456794739,0.9239363074302673,0.929672122001648,0.8635774254798889
231,231,0.057436347007751465,0.9268832802772522,0.9239946007728577,0.9297422170639038,0.8636888861656189
232,232,0.061239004135131836,0.9269464612007141,0.9240533709526062,0.9298102855682373,0.8637989163398743
233,233,0.05654621124267578,0.9270092248916626,0.9241100549697876,0.9298792481422424,0.8639079928398132
234,234,0.04811584949493408,0.9270704984664917,0.9241661429405212,0.9299460649490356,0.864014744758606
235,235,0.05365389585494995,0.9271327257156372,0.9242244362831116,0.930012583732605,0.8641230463981628
236,236,0.058155179023742676,0.9271940588951111,0.9242812991142273,0.9300785660743713,0.8642297387123108
237,237,0.04712456464767456,0.927254319190979,0.9243364334106445,0.930144190788269,0.8643346428871155
238,238,0.05721414089202881,0.9273154139518738,0.9243932962417603,0.9302096962928772,0.8644408583641052
239,239,0.04492509365081787,0.9273756742477417,0.9244479537010193,0.9302757978439331,0.8645457625389099
240,240,0.07329285144805908,0.9274346232414246,0.9245023727416992,0.9303394556045532,0.8646484613418579
241,241,0.06730759143829346,0.9274944067001343,0.9245564341545105,0.9304050207138062,0.8647524118423462
242,242,0.06913316249847412,0.9275534749031067,0.924609899520874,0.9304701089859009,0.8648553490638733
243,243,0.06472325325012207,0.9276121854782104,0.9246623516082764,0.9305352568626404,0.8649575710296631
244,244,0.051666259765625,0.9276696443557739,0.9247136116027832,0.9305992722511292,0.8650578260421753
245,245,0.047502219676971436,0.9277282357215881,0.9247666597366333,0.9306637644767761,0.865159809589386
246,246,0.056455254554748535,0.9277856349945068,0.9248189330101013,0.9307264089584351,0.8652596473693848
247,247,0.07569807767868042,0.927842378616333,0.9248716831207275,0.9307873845100403,0.8653585314750671
248,248,0.056523799896240234,0.9278998970985413,0.924925684928894,0.9308485388755798,0.8654587268829346
249,249,0.068492591381073,0.9279564023017883,0.9249780774116516,0.9309093952178955,0.8655572533607483
250,250,0.06429916620254517,0.9280123710632324,0.9250292778015137,0.9309703707695007,0.8656547665596008
251,251,0.0492703914642334,0.928068220615387,0.9250807762145996,0.9310306906700134,0.865752100944519
252,252,0.0687791109085083,0.9281238913536072,0.9251307249069214,0.931092381477356,0.8658491969108582
253,253,0.05872827768325806,0.9281796216964722,0.9251814484596252,0.931153416633606,0.865946352481842
254,254,0.055348336696624756,0.9282349348068237,0.9252307415008545,0.9312149882316589,0.8660427331924438
255,255,0.08140933513641357,0.9282894730567932,0.9252803325653076,0.9312747716903687,0.8661379814147949
256,256,0.06348669528961182,0.928344190120697,0.9253296256065369,0.9313350915908813,0.8662332892417908
257,257,0.0494159460067749,0.9283985495567322,0.9253770112991333,0.9313967227935791,0.8663281798362732
258,258,0.07848590612411499,0.9284526109695435,0.9254260063171387,0.9314560890197754,0.8664224743843079
259,259,0.0687292218208313,0.9285064339637756,0.9254750609397888,0.9315148591995239,0.8665163516998291
260,260,0.04702180624008179,0.9285599589347839,0.9255231022834778,0.9315741062164307,0.8666096329689026
261,261,0.05220454931259155,0.9286129474639893,0.9255714416503906,0.9316319823265076,0.8667020797729492
262,262,0.05695807933807373,0.928665280342102,0.9256184101104736,0.9316897988319397,0.8667933940887451
263,263,0.05815863609313965,0.9287172555923462,0.9256653189659119,0.9317470192909241,0.8668841123580933
264,264,0.06672531366348267,0.9287694692611694,0.9257128238677979,0.9318040609359741,0.8669751286506653
265,265,0.052188992500305176,0.9288209080696106,0.9257602691650391,0.9318598508834839,0.8670649528503418
266,266,0.04640531539916992,0.9288689494132996,0.9258047938346863,0.9319117665290833,0.8671491146087646
267,267,0.05910646915435791,0.9289212226867676,0.9258521199226379,0.9319690465927124,0.8672401309013367
268,268,0.08316808938980103,0.9289727210998535,0.9258988499641418,0.9320256114006042,0.8673301935195923
269,269,0.07382345199584961,0.9290225505828857,0.9259442090988159,0.932080090045929,0.86741703748703
270,270,0.08495038747787476,0.9290727376937866,0.9259891510009766,0.9321356415748596,0.8675047159194946
271,271,0.05390465259552002,0.9291226863861084,0.9260343313217163,0.9321907162666321,0.867591917514801
272,272,0.04850447177886963,0.929172158241272,0.9260789155960083,0.9322449564933777,0.8676782846450806
273,273,0.06269645690917969,0.9292211532592773,0.926122784614563,0.9322993755340576,0.8677639365196228
274,274,0.06128358840942383,0.9292700886726379,0.9261659383773804,0.9323543906211853,0.8678494095802307
275,275,0.061433374881744385,0.9293187856674194,0.9262087345123291,0.9324091672897339,0.8679344058036804
276,276,0.07163989543914795,0.9293673038482666,0.9262526035308838,0.9324625134468079,0.8680192232131958
277,277,0.05896371603012085,0.9294156432151794,0.9262964129447937,0.9325156211853027,0.8681036829948425
278,278,0.08883053064346313,0.9294633865356445,0.926339328289032,0.9325685501098633,0.8681871891021729
279,279,0.04980212450027466,0.9295111298561096,0.9263820648193359,0.9326212406158447,0.8682704567909241
280,280,0.05403667688369751,0.9295586943626404,0.926424503326416,0.9326741695404053,0.8683536648750305
281,281,0.07676506042480469,0.9296061396598816,0.9264671206474304,0.9327267408370972,0.8684366941452026
282,282,0.05672752857208252,0.9296531677246094,0.9265083074569702,0.9327797889709473,0.8685188889503479
283,283,0.05397629737854004,0.9297000765800476,0.9265490770339966,0.9328331351280212,0.8686008453369141
284,284,0.0600811243057251,0.9297465682029724,0.9265907406806946,0.9328848123550415,0.8686822652816772
285,285,0.05329197645187378,0.9297928214073181,0.9266312122344971,0.9329366683959961,0.8687628507614136
286,286,0.07282465696334839,0.9298391342163086,0.9266725182533264,0.9329881072044373,0.8688439130783081
