,Epoch,Loss,Dice,Precision,Recall,IoU
0,0,0.7823835611343384,0.24534499645233154,0.11975374817848206,0.9577633142471313,0.1191246435046196
1,1,0.8222048878669739,0.2502904534339905,0.11916710436344147,0.8756910562515259,0.11718475818634033
2,2,0.7074949145317078,0.26616039872169495,0.11926914751529694,0.9111261367797852,0.11789754033088684
3,3,0.45765870809555054,0.2500351667404175,0.12365281581878662,0.9316506385803223,0.1225411668419838
4,4,1.3799662590026855,0.2567507028579712,0.12993814051151276,0.9409874677658081,0.1288878619670868
5,5,1.3198671340942383,0.26028355956077576,0.13478334248065948,0.9465814828872681,0.13376587629318237
6,6,1.5065535306930542,0.262761652469635,0.13851791620254517,0.9500314593315125,0.13751603662967682
7,7,1.4443844556808472,0.26487869024276733,0.1415325552225113,0.9519885182380676,0.14052946865558624
8,8,1.1147922277450562,0.26742851734161377,0.14405150711536407,0.9422256946563721,0.1427902728319168
9,9,1.1296181678771973,0.2692350745201111,0.1461462676525116,0.9341717958450317,0.14465652406215668
10,10,0.12981140613555908,0.27020570635795593,0.1478581726551056,0.9263898134231567,0.1461412012577057
11,11,-0.8617730140686035,0.27212148904800415,0.1496928632259369,0.922415554523468,0.14783155918121338
12,12,0.5871728658676147,0.26920244097709656,0.14894278347492218,0.9174654483795166,0.14697353541851044
13,13,0.47344154119491577,0.26620370149612427,0.1470770686864853,0.9224474430084229,0.1452806442975998
14,14,-0.44802892208099365,0.2641054093837738,0.14532147347927094,0.9271302819252014,0.1436803638935089
15,15,1.1660823822021484,0.2595687806606293,0.1451655775308609,0.9311739206314087,0.14362451434135437
16,16,1.1226011514663696,0.2543226182460785,0.14516647160053253,0.9341664910316467,0.14369641244411469
17,17,0.717920184135437,0.2501097023487091,0.14384232461452484,0.935181200504303,0.1424223780632019
18,18,1.3311305046081543,0.24808302521705627,0.14229679107666016,0.9374104738235474,0.1409575492143631
19,19,0.8638002872467041,0.24514812231063843,0.14089956879615784,0.9395505785942078,0.13963374495506287
20,20,0.4432162046432495,0.2433926910161972,0.139975905418396,0.9423656463623047,0.13878777623176575
21,21,0.13861900568008423,0.24289003014564514,0.13961733877658844,0.94498610496521,0.1384916752576828
22,22,0.33630675077438354,0.2422502189874649,0.13919726014137268,0.9473315477371216,0.13812829554080963
23,23,1.089543342590332,0.24163593351840973,0.13972575962543488,0.9482380151748657,0.13866809010505676
24,24,1.064494252204895,0.2386292666196823,0.1395898461341858,0.9439178705215454,0.13844165205955505
25,25,0.8245468139648438,0.23515263199806213,0.1392175853252411,0.9368478059768677,0.1379232406616211
26,26,-0.07071268558502197,0.2337159663438797,0.13867560029029846,0.9351806640625,0.13735535740852356
27,27,0.8601441979408264,0.23274299502372742,0.13824380934238434,0.9358927607536316,0.13694699108600616
28,28,0.7327883243560791,0.23239320516586304,0.1379108875989914,0.937493085861206,0.1366543173789978
29,29,0.7262528538703918,0.23267090320587158,0.1378142088651657,0.9394024014472961,0.13659986853599548
30,30,0.5917112827301025,0.23329676687717438,0.13783331215381622,0.9412713646888733,0.13665807247161865
31,31,0.36904364824295044,0.23432527482509613,0.13801492750644684,0.9430863857269287,0.13687489926815033
32,32,0.9637578725814819,0.2343463897705078,0.13813108205795288,0.9363446235656738,0.13684602081775665
33,33,0.8534492254257202,0.23315314948558807,0.13787730038166046,0.9202207922935486,0.1362486630678177
34,34,0.596747636795044,0.2314627766609192,0.13719305396080017,0.9019734859466553,0.13517753779888153
35,35,0.46692144870758057,0.22952529788017273,0.1362004578113556,0.8832581639289856,0.1337919682264328
36,36,0.4854121208190918,0.22835762798786163,0.13557900488376617,0.8782814741134644,0.13307851552963257
37,37,1.2094637155532837,0.22887246310710907,0.13585135340690613,0.8796339631080627,0.13337205350399017
38,38,1.4441174268722534,0.2292099893093109,0.13607537746429443,0.8791316151618958,0.1335763782262802
39,39,1.2668278217315674,0.22910822927951813,0.13619068264961243,0.8772772550582886,0.13364450633525848
40,40,1.0253932476043701,0.22841425240039825,0.1361977756023407,0.8766320943832397,0.13363635540008545
41,41,0.8270595073699951,0.22727477550506592,0.13581255078315735,0.8763846158981323,0.13325974345207214
42,42,1.0201482772827148,0.2260267287492752,0.13608339428901672,0.876676082611084,0.1335272490978241
